Hospital provider code and description†,,,,,,,Finished consultant episodes,Admissions,Male,Female,Gender Unknown,Emergency,Waiting list,Planned,Other Admission Method,Mean time waited,Median time waited,Mean length of stay,Median length of stay,Mean age,Age 0,Age 1-4,Age 5-9,Age 10-14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20-24,Age 25-29,Age 30-34,Age 35-39,Age 40-44,Age 45-49,Age 50-54,Age 55-59,Age 60-64,Age 65-69,Age 70-74,Age 75-79,Age 80-84,Age 85-89,Age 90+,Day case,FCE bed days,Emergency,Elective,Other
NVC19,RIVERS HOSPITAL,,,,,,"7,505","7,505","3,340","4,160",0,0,"7,505",0,0,194,70,1.6,1,58,0,0,0,0,0,0,0,10,20,185,230,310,410,535,510,650,800,820,780,715,830,435,205,50,"6,570","1,488","7,505",0,0
RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,,,,,,"1,945","1,695",940,"1,005",0,520,80,"1,080",10,9,9,50.8,26,60,0,0,0,0,0,0,*,10,20,70,110,130,115,110,80,105,100,145,145,140,175,165,190,120,0,"84,648",*,*,0
NVC17,ROWLEY HALL HOSPITAL,,,,,,"3,060","3,060","1,440","1,620",0,0,"3,060",0,0,114,91,1.4,1,58,0,0,0,0,0,0,0,*,*,70,100,140,165,175,160,285,330,410,360,335,315,160,35,10,"1,830","1,730","3,060",0,0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,,,,,,"168,580","111,675","69,660","98,895",25,"36,865","54,410","1,915","18,490",67,28,3.4,1,52,"8,850","3,390","2,660","1,860",470,465,535,635,755,"5,590","10,250","14,400","10,565","6,940","6,080","7,300","8,940","10,220","10,795","12,110","15,140","13,055","10,215","6,650","49,580","232,955","168,580",790,"8,670"
REF-X,ROYAL CORNWALL HOSPITALS NHS TRUST,,,,,,"193,780","141,440","88,980","104,800",*,"44,200","54,435","26,800","16,005",72,29,4,1,59,"5,955","2,840","2,330","2,055",530,515,540,615,680,"3,880","4,640","6,145","6,255","6,395","6,390","9,355","11,860","14,365","16,030","18,735","23,015","17,770","12,230","6,155","74,470","273,732","193,780",40,"8,560"
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,,,,,,"297,385","224,020","142,935","154,440",*,"76,400","135,165","1,820","10,630",339,120,4.1,1,61,"8,215","4,505","3,100","3,295",695,775,810,"1,060","1,250","5,715","7,435","9,820","9,945","9,620","10,100","14,180","18,980","22,930","26,245","29,495","38,380","32,350","22,985","14,360","125,395","435,052","297,385","2,200","1,800"
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,,,,,,"237,480","197,220","101,020","136,445",10,"56,805","87,075","12,780","40,560",63,26,4.7,1,54,"10,535","2,820","2,470","2,090",565,545,705,725,795,"6,830","12,405","16,825","14,980","10,985","10,355","11,870","15,225","16,985","17,375","16,590","20,315","16,975","14,190","11,010","88,710","517,946","237,480","1,315","19,150"
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,,,,,,"16,040","16,030","6,935","9,105",*,420,"14,050","1,495",65,69,46,6.7,2,50,30,165,385,845,245,225,235,170,150,580,725,715,770,825,975,"1,130","1,375","1,535","1,430","1,225","1,110",670,370,115,"9,670","42,284","16,040",915,*
RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,,,,,,"26,090","25,385","15,430","10,655",*,"1,630","16,480","4,185","3,090",,,6,2,62,0,0,0,0,*,25,80,80,80,505,645,700,"1,000","1,135","1,365","1,955","2,595","3,100","3,105","3,110","3,585","1,935",825,195,"13,985","68,165","26,090","1,070",225
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,,,,,,"112,870","99,935","49,400","63,460",15,"42,570","33,710","9,905","13,750",65,28,3.5,1,55,"4,740","1,835","1,355","1,490",380,435,485,625,655,"3,415","4,955","7,270","6,730","4,730","4,320","5,800","6,900","8,050","8,255","8,780","10,385","8,890","7,110","4,810","38,545","212,347","112,870",*,"6,420"
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,,,,,,"134,305","102,805","60,650","73,650",*,"49,875","34,070","9,180","9,680",66,29,3.8,1,57,"6,525","2,880","2,065","1,890",465,445,475,595,555,"3,300","4,475","5,980","5,405","4,615","4,580","6,070","7,810","8,660","9,695","10,970","14,730","12,825","11,080","7,810","38,995","245,989","134,305",495,"1,275"
NT431,RUNNYMEDE HOSPITAL,,,,,,365,365,180,185,0,0,365,0,0,153,75,2,2,56,0,0,0,0,0,0,0,*,*,10,20,15,25,25,30,30,25,45,40,30,25,25,10,*,265,197,365,*,0
RNZ,SALISBURY NHS FOUNDATION TRUST,,,,,,"77,260","64,665","36,350","40,900",10,"27,375","27,580","5,160","4,550",89,33,4.8,1,56,"3,415","1,925","1,615","1,315",280,335,315,340,345,"1,950","2,595","3,325","3,315","2,890","2,870","3,600","4,610","5,335","6,150","6,610","8,205","7,005","5,265","3,415","28,900","170,074","77,260",680,810
RXK-X,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,,,,,,"125,930","97,585","58,570","67,350",10,"39,250","35,715","10,470","12,150",134,96,4.6,2,50,"8,505","2,800","2,315","2,030",440,485,590,680,700,"4,535","6,155","6,425","6,105","5,690","5,710","6,710","7,775","8,275","8,000","8,140","8,575","7,835","6,805","3,795","39,970","268,371","125,930","1,225","1,855"
NT433,SARUM ROAD HOSPITAL,,,,,,"1,285","1,285",505,775,0,0,"1,285",0,0,457,157,1.6,2,64,0,0,0,0,0,0,0,*,0,15,*,30,40,40,80,105,150,175,145,145,165,130,45,10,845,704,"1,285",10,0
AXG02,SAVERNAKE COMMUNITY HOSPITAL,,,,,,355,355,165,190,0,15,35,50,260,,,26.9,22,81,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,*,10,10,20,25,60,70,70,90,0,"9,486",355,0,*
NT434,SAXON CLINIC,,,,,,870,870,410,460,0,0,870,0,0,199,147,1.6,2,57,0,0,0,0,0,0,0,*,0,10,30,45,50,55,60,70,100,120,100,75,105,35,10,*,610,415,870,15,0
RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,,,,,,"25,855","24,770","14,650","11,205",0,"5,110","10,950","8,135",575,147,94,3.6,2,8,"2,165","6,075","7,230","6,890","1,840",945,475,160,45,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,680","36,920","25,855",685,55
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,,,,,,"338,205","271,465","147,725","190,460",15,"79,485","134,565","30,745","26,670",58,28,4.6,1,57,"6,070",*,560,590,170,865,"1,380","1,635","1,985","12,885","17,245","22,010","18,480","16,415","16,245","21,020","26,860","29,255","29,945","30,730","32,675","24,845","16,090","9,185","143,285","582,317","338,205","3,115","13,125"
NT435,SHELBURNE HOSPITAL,,,,,,120,120,75,45,0,0,120,0,0,85,64,,,56,0,0,0,0,0,0,0,0,0,0,*,10,10,*,*,20,10,10,20,10,10,*,*,0,120,0,120,0,0
NDAJ1,SHEPPEY COMMUNITY HOSPITAL,,,,,,195,195,90,105,0,0,0,195,0,,,28.2,27,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,10,10,20,*,25,30,40,35,25,0,"5,478",195,0,0
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,,,,,,"132,895","109,305","58,335","74,555",*,"45,245","44,010","5,630","14,420",74,30,4,1,57,"5,120","2,170","1,500","1,035",200,270,325,485,655,"4,250","6,720","7,505","5,800","5,155","4,895","6,395","8,755","9,705","10,235","11,085","13,325","11,885","9,290","5,505","44,700","259,215","132,895",485,"7,210"
NT436,SHIRLEY OAKS HOSPITAL,,,,,,"2,785","2,785","1,375","1,410",0,0,"2,785",0,0,114,55,1.7,2,57,0,0,0,0,0,0,0,*,*,35,120,205,230,235,180,225,225,270,255,240,275,160,85,15,"2,500",482,"2,785",20,0
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,,,,,,"3,435","3,345","1,475","1,960",0,340,905,0,"2,105",152,148,18.5,16,64,0,45,485,215,10,*,*,*,*,10,*,10,10,15,30,35,55,80,110,205,410,560,560,565,900,"46,761",*,*,25
NDAJ2,SITTINGBOURNE MEMORIAL HOSPITAL,,,,,,170,170,70,100,0,0,0,170,0,,,35.2,34,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,10,20,25,40,40,25,0,"5,984",170,0,0
NT437,SLOANE HOSPITAL,,,,,,"2,150","2,150",925,"1,225",0,0,"2,150",0,0,110,63,14,14,56,0,0,0,0,0,0,0,*,*,35,95,100,180,155,175,225,245,230,180,165,185,110,55,*,"2,150",14,"2,150",0,0
R1C,SOLENT NHS TRUST,,,,,,640,605,310,330,0,10,0,0,595,,,33.4,26,78,0,0,0,*,0,0,*,*,0,*,*,*,*,*,10,15,20,15,45,55,120,115,130,100,0,"19,746",*,0,*
RH5,SOMERSET NHS FOUNDATION TRUST,,,,,,"183,885","157,615","81,320","102,555",10,"60,620","46,630","34,610","15,760",96,35,5.4,1,58,"6,270","2,835","2,065","1,965",500,565,550,665,770,"4,690","6,875","8,830","7,085","6,830","6,135","9,015","12,030","14,010","14,765","17,280","22,330","16,935","12,290","8,085","72,930","464,649","183,885","2,140","7,150"
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,,,,,,"213,030","180,490","94,625","118,405",*,"59,145","54,840","39,840","26,670",29,23,3.6,1,55,"7,445","3,565","2,680","2,425",605,640,785,980,"1,255","7,295","11,745","12,425","9,995","8,160","7,780","10,485","14,220","17,715","18,830","19,505","21,330","15,180","10,660","5,740","79,570","365,725","213,030","2,795","16,525"
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,,,,,,"176,635","152,865","82,890","93,740",*,"53,360","51,160","39,260","9,080",86,42,5.2,1,58,"5,505","2,860","1,865","1,705",415,445,470,560,650,"3,915","5,565","7,360","7,110","6,990","6,900","9,320","12,490","15,130","17,410","18,455","20,040","14,610","10,540","5,960","79,040","389,191","176,635","3,175","1,430"
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,,,,,,"110,200","85,905","48,810","61,390",*,"35,470","23,885","18,390","8,160",78,39,3.8,1,58,"5,290","1,820","1,360","1,160",270,325,315,375,365,"2,215","3,620","5,190","4,550","3,935","3,920","5,155","6,995","7,935","8,720","9,315","11,980","10,725","8,335","5,805","38,090","184,785","110,200",385,"1,135"
RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,,,,,,"2,200",885,"1,095","1,100",*,385,135,285,80,1,1,105.6,49,43,0,0,0,15,10,20,25,35,50,230,215,235,235,215,160,145,200,130,90,70,60,25,20,10,*,"129,736","2,200",*,*
RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,,,,,,"2,115","1,885","1,185",925,*,"1,560",*,10,310,,,,,48,0,0,0,*,*,*,*,30,30,140,185,235,220,205,155,150,165,140,105,90,130,70,45,15,0,"155,026","2,115",0,0
NT490,SOUTHEND PRIVATE HOSPITAL,,,,,,"2,945","2,945","1,165","1,780",0,0,"2,945",0,0,101,88,34,34,73,0,0,0,0,0,0,0,*,*,15,10,30,40,45,55,95,115,195,240,405,745,575,295,80,"2,945",34,"2,945",0,0
NPG19,SPAMEDICA BEDFORD,,,,,,"3,930","3,930","1,630","2,295",*,0,"3,930",0,0,16,7,,,75,0,0,0,0,0,0,0,0,0,0,*,*,*,15,25,80,170,270,425,650,"1,010",740,435,105,"3,930",0,"3,930",0,0
D5P5H,SPAMEDICA BEXHILL,,,,,,"3,420","3,420","1,360","2,055",*,0,"3,420",0,0,19,13,,,76,0,0,0,0,0,0,0,0,0,*,0,0,*,*,10,35,65,165,360,605,970,740,360,100,"3,420",0,"3,420",0,0
NPG11,SPAMEDICA BIRMINGHAM,,,,,,"7,520","7,520","3,100","4,410",*,*,"7,275",0,240,27,8,0,0,76,0,0,0,0,0,0,0,0,*,0,0,*,*,25,75,130,270,455,845,"1,110","1,670","1,495",950,480,"7,275",0,*,0,0
C3Y0A,SPAMEDICA BLACKPOOL,,,,,,"1,280","1,280",525,750,0,0,"1,280",0,0,20,15,,,74,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,20,40,85,190,250,345,215,110,15,"1,280",0,"1,280",0,0
NPG08,SPAMEDICA BOLTON,,,,,,"5,775","5,775","2,300","3,480",0,0,"5,775",0,0,14,9,,,75,0,0,0,0,0,0,0,0,*,0,0,*,*,10,35,90,175,425,700,"1,050","1,550","1,065",560,105,"5,775",0,"5,775",0,0
I2C7H,SPAMEDICA BRADFORD,,,,,,"3,800","3,800","1,680","2,115",*,0,"3,800",0,0,18,12,,,73,0,0,0,0,0,0,0,*,0,*,0,*,10,20,20,95,160,310,515,720,890,670,330,55,"3,800",0,"3,800",0,0
I9A4A,SPAMEDICA BRIGHTON,,,,,,"3,595","3,595","1,445","2,150",*,0,"3,595",0,0,17,11,,,75,0,0,0,0,0,0,0,0,0,0,0,0,*,10,25,65,95,195,410,620,945,745,370,120,"3,595",0,"3,595",0,0
P1B7M,SPAMEDICA BRISTOL,,,,,,"1,760","1,760",770,990,0,0,"1,760",0,0,20,11,,,75,0,0,0,0,0,0,0,0,0,0,0,*,0,*,20,40,65,145,195,260,450,310,175,80,"1,760",0,"1,760",0,0
Y8L9S,SPAMEDICA BROMLEY,,,,,,"3,955","3,955","1,625","2,330",*,*,"3,955",0,0,17,10,0,0,74,0,0,0,0,0,0,0,0,0,0,*,*,*,*,40,70,190,350,495,685,990,685,350,90,"3,955",0,*,0,0
O6X7Z,SPAMEDICA CAMBRIDGE,,,,,,30,30,15,15,0,0,30,0,0,8,9,,,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,10,*,*,0,30,0,30,0,0
E1U4T,SPAMEDICA CARLISLE,,,,,,"3,410","3,410","1,430","1,980",0,*,"3,410",0,0,19,14,0,0,75,0,0,0,0,0,0,0,0,0,0,*,*,*,*,20,50,95,160,375,650,950,715,295,95,"3,410",0,*,0,0
NPG16,SPAMEDICA CHELMSFORD,,,,,,"6,605","6,605","2,675","3,930",*,0,"6,605",0,0,29,23,,,76,0,0,0,0,0,0,0,*,0,0,*,*,*,10,25,80,155,365,625,"1,130","1,840","1,405",770,185,"6,605",0,"6,605",0,0
V4U1Y,SPAMEDICA CHESTER,,,,,,"3,015","3,015","1,265","1,750",0,*,"2,960",0,50,19,12,0,0,76,0,0,0,0,0,0,0,0,0,0,*,*,*,*,10,35,85,210,285,430,830,675,345,95,"2,960",0,*,0,0
T4I8V,SPAMEDICA CHESTERFIELD,,,,,,600,600,245,360,0,*,600,0,0,15,9,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,10,25,45,65,105,165,115,45,20,600,0,*,0,0
J2H6H,SPAMEDICA COLCHESTER,,,,,,"3,010","3,010","1,325","1,685",*,*,"3,010",0,0,27,17,0,0,75,0,0,0,0,0,0,0,0,0,0,*,*,*,10,35,45,110,190,300,450,855,605,300,90,"3,010",0,*,0,0
NPG21,SPAMEDICA COVENTRY,,,,,,"7,115","7,115","2,920","4,190",*,*,"6,810",0,300,27,8,0,0,76,0,0,0,0,0,0,0,0,0,*,0,*,25,45,60,100,190,425,655,"1,115","1,650","1,460","1,000",385,"6,810",0,*,0,0
V8N5R,SPAMEDICA DALSTON,,,,,,"2,120","2,120",990,"1,125",*,0,"2,120",0,0,21,12,,,71,0,0,0,0,0,0,0,*,0,0,*,*,*,10,25,75,160,275,370,425,405,235,100,30,"2,120",0,"2,120",0,0
NPG23,SPAMEDICA DERBY,,,,,,"3,350","3,350","1,435","1,910",0,0,"3,350",0,0,12,7,,,75,0,0,0,0,0,0,0,*,0,*,*,0,*,10,15,50,115,200,395,585,900,695,290,95,"3,350",0,"3,350",0,0
T8V3L,SPAMEDICA DONCASTER,,,,,,"2,835","2,835","1,190","1,645",*,0,"2,835",0,0,9,5,,,75,0,0,0,0,0,0,0,0,0,0,*,*,*,*,15,30,85,150,310,535,720,630,290,60,"2,835",0,"2,835",0,0
M7C9Q,SPAMEDICA EPSOM,,,,,,"3,330","3,330","1,355","1,975",*,*,"3,330",0,0,17,9,0,0,74,0,0,0,0,0,0,0,0,0,0,0,*,*,*,30,55,140,270,445,620,860,570,250,80,"3,330",0,*,0,0
M5E1S,SPAMEDICA EXETER,,,,,,"3,380","3,380","1,350","2,030",*,0,"3,380",0,0,19,13,,,76,0,0,0,0,0,0,0,0,0,0,0,*,0,*,10,20,75,180,360,625,965,720,335,90,"3,380",0,"3,380",0,0
NPG07,SPAMEDICA EYE HOSPITAL (WAKEFIELD),,,,,,"4,635","4,635","1,925","2,710",*,*,"4,630",0,0,13,7,0,0,75,0,0,0,0,0,0,0,0,0,0,0,*,*,10,25,70,145,300,605,850,"1,250",845,435,90,"4,630",0,*,0,0
Z9Z1G,SPAMEDICA GATESHEAD,,,,,,"3,675","3,675","1,570","2,100",0,0,"3,670",0,*,17,13,,,75,0,0,0,0,0,0,0,0,0,0,0,0,*,*,10,35,120,220,440,735,"1,005",690,345,70,"3,670",0,"3,675",0,0
A0C5S,SPAMEDICA GLOUCESTER,,,,,,"1,280","1,280",525,750,0,0,"1,280",0,0,19,12,,,75,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,10,20,95,145,225,340,250,140,30,"1,280",0,"1,280",0,0
Z5J5V,SPAMEDICA HAYDOCK,,,,,,"3,680","3,680","1,565","2,115",0,0,"3,640",0,40,16,13,,,75,0,0,0,0,0,0,0,0,0,*,0,0,*,10,15,40,95,210,400,720,"1,020",710,360,95,"3,640",0,"3,680",0,0
NPG18,SPAMEDICA HULL,,,,,,"4,015","4,015","1,655","2,360",*,0,"4,015",0,0,15,10,,,76,0,0,0,0,0,0,0,0,0,0,0,*,*,*,20,30,100,215,420,805,"1,130",795,390,105,"4,015",0,"4,015",0,0
R1G7E,SPAMEDICA KENDAL,,,,,,"3,735","3,735","1,535","2,200",0,0,"3,735",0,0,18,13,,,76,0,0,0,0,0,0,0,0,0,0,0,0,*,*,10,45,75,250,370,655,"1,080",755,390,100,"3,735",0,"3,735",0,0
P0C3F,SPAMEDICA LEEDS,,,,,,"2,445","2,445",935,"1,505",*,0,"2,445",0,0,15,10,,,75,0,0,0,0,0,0,0,0,0,0,*,0,*,*,10,35,75,155,270,435,630,530,240,60,"2,445",0,"2,445",0,0
L9D3Z,SPAMEDICA LEICESTER,,,,,,"1,745","1,745",705,"1,035",0,0,"1,745",0,0,17,11,,,76,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,20,40,80,185,330,470,340,225,40,"1,745",0,"1,745",0,0
NPG06,SPAMEDICA LIVERPOOL,,,,,,"5,710","5,710","2,430","3,280",*,0,"5,710",0,0,16,9,,,74,0,0,0,0,0,0,0,0,0,0,*,*,10,20,50,85,230,455,860,"1,130","1,345",970,425,120,"5,710",0,"5,710",0,0
K9J3O,SPAMEDICA LUTON,,,,,,470,470,225,245,0,0,470,0,0,14,8,,,74,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,15,30,70,90,110,90,35,15,470,0,470,0,0
NPG01,SPAMEDICA MANCHESTER,,,,,,"3,915","3,915","1,775","2,140",*,*,"3,875",0,40,60,9,0,0,73,0,0,0,0,0,0,0,0,0,*,10,*,15,30,40,125,175,360,510,630,790,570,495,150,"3,875",0,*,0,0
G3O5P,SPAMEDICA NEWARK,,,,,,"3,300","3,300","1,440","1,860",0,0,"3,300",0,0,14,10,,,76,0,0,0,0,0,0,0,0,0,*,0,*,*,*,20,50,70,190,300,615,905,715,335,85,"3,300",0,"3,300",0,0
NPG15,SPAMEDICA NEWCASTLE-UNDER-LYME,,,,,,"4,050","4,050","1,810","2,240",*,*,"4,025",0,25,29,14,0,0,75,0,0,0,0,0,0,0,0,0,*,0,*,0,10,20,30,145,260,410,760,"1,090",795,395,130,"4,025",0,*,0,0
G5X2Q,SPAMEDICA NORTH TYNESIDE,,,,,,"2,080","2,080",900,"1,180",0,0,"2,080",0,0,21,14,,,75,0,0,0,0,0,0,0,0,0,*,*,0,*,10,15,40,45,125,240,445,545,385,180,55,"2,080",0,"2,080",0,0
M3R0W,SPAMEDICA NORWICH,,,,,,"1,830","1,830",745,"1,085",0,0,"1,830",0,0,19,14,,,76,0,0,0,0,0,0,0,0,0,0,*,0,0,*,10,15,35,100,210,335,520,370,180,50,"1,830",0,"1,830",0,0
O1P6X,SPAMEDICA OLDHAM,,,,,,"5,260","5,260","2,125","3,130",*,*,"5,260",0,0,15,9,0,0,74,0,0,0,0,0,0,0,0,*,*,*,*,10,20,65,95,200,400,680,990,"1,295",930,440,120,"5,260",0,*,0,0
O5Y9D,SPAMEDICA OXFORD,,,,,,"2,230","2,230",895,"1,330",*,*,"2,230",0,0,21,14,0,0,76,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,25,70,120,235,380,565,510,240,75,"2,230",0,*,0,0
B9J4U,SPAMEDICA PETERBOROUGH,,,,,,"2,600","2,600","1,060","1,540",*,0,"2,600",0,0,13,7,,,75,0,0,0,0,0,0,0,0,0,0,*,*,*,10,15,50,100,175,300,445,690,490,240,75,"2,600",0,"2,600",0,0
L6O7H,SPAMEDICA POOLE,,,,,,"6,775","6,775","2,835","3,940",0,0,"6,775",0,0,28,24,,,77,0,0,0,0,0,0,0,0,*,*,*,*,*,*,20,65,130,315,630,"1,175","1,900","1,450",845,235,"6,775",0,"6,775",0,0
A1U4J,SPAMEDICA PORTSMOUTH,,,,,,400,400,170,230,0,0,400,0,0,15,10,,,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,10,35,55,75,105,70,30,10,400,0,400,0,0
NPG17,SPAMEDICA PRESTON,,,,,,"3,435","3,435","1,470","1,965",0,0,"3,435",0,0,17,10,,,74,0,0,0,0,0,0,0,0,0,0,*,*,*,15,25,75,125,265,395,725,870,615,260,55,"3,435",0,"3,435",0,0
B4N1U,SPAMEDICA ROMFORD,,,,,,"5,170","5,170","2,155","3,020",0,0,"5,170",0,0,15,8,,,73,0,0,0,0,0,0,0,0,0,*,*,*,10,15,65,115,275,545,690,890,"1,145",865,435,115,"5,170",0,"5,170",0,0
I1H7K,SPAMEDICA SALE,,,,,,240,240,90,150,0,0,240,0,0,15,10,,,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,10,20,35,45,60,35,25,*,240,0,240,0,0
NPG10,SPAMEDICA SHEFFIELD,,,,,,"4,455","4,455","1,940","2,515",0,0,"4,455",0,0,17,8,8,8,74,0,0,0,0,0,0,0,0,0,*,*,*,10,20,30,85,175,335,510,765,"1,175",840,410,95,"4,455",8,"4,455",0,0
M0N7E,SPAMEDICA SITTINGBOURNE,,,,,,"1,435","1,435",610,825,*,0,"1,435",0,0,22,16,,,75,0,0,0,0,0,0,0,0,0,0,0,0,*,*,15,20,55,80,160,255,385,300,130,35,"1,435",0,"1,435",0,0
NPG13,SPAMEDICA SKELMERSDALE,,,,,,"3,720","3,720","1,535","2,185",0,*,"3,515",0,200,110,36,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,*,*,10,15,40,155,305,355,960,920,690,260,"3,515",0,*,0,0
J7V1N,SPAMEDICA SOLIHULL,,,,,,"4,285","4,285","1,780","2,505",*,*,"4,140",0,145,29,14,0,0,77,0,0,0,0,0,0,0,0,*,*,*,*,*,15,25,55,125,200,330,660,"1,005",915,655,290,"4,140",0,*,0,0
B9M3W,SPAMEDICA SOUTHAMPTON,,,,,,"4,750","4,750","1,985","2,765",0,*,"4,745",0,0,20,13,0,0,76,0,0,0,0,0,0,0,0,0,*,*,*,*,*,20,60,115,255,495,780,"1,330","1,005",535,135,"4,745",0,*,0,0
NPG22,SPAMEDICA STOCKTON-ON-TEES,,,,,,"2,890","2,890","1,250","1,640",0,*,"2,885",0,0,17,11,0,0,74,0,0,0,0,0,0,0,0,0,0,0,*,*,15,15,45,105,180,355,595,755,505,275,40,"2,885",0,*,0,0
Y7R5Y,SPAMEDICA SWANSEA,,,,,,*,*,0,*,0,0,*,0,0,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,*,0,0,0
H1T2P,SPAMEDICA SWINDON,,,,,,300,300,135,165,0,0,300,0,0,13,9,,,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,10,15,40,55,85,55,20,10,300,0,300,0,0
G6S7A,SPAMEDICA TAUNTON,,,,,,"1,005","1,005",380,620,0,0,"1,005",0,0,20,15,,,76,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,25,65,120,175,260,215,115,20,"1,005",0,"1,005",0,0
V5F1D,SPAMEDICA TELFORD,,,,,,"2,000","2,000",840,"1,160",*,0,"2,000",0,0,16,12,37,37,76,0,0,0,0,0,0,0,0,0,0,0,0,0,*,10,25,65,120,210,360,480,420,240,65,"2,000",37,"2,000",0,0
E3D4A,SPAMEDICA TRURO,,,,,,"1,875","1,875",740,"1,130",0,0,"1,875",0,0,23,17,,,76,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,15,45,95,185,300,580,410,180,60,"1,875",0,"1,875",0,0
Q1W6P,SPAMEDICA WATFORD,,,,,,"2,730","2,730","1,105","1,620",0,0,"2,730",0,0,20,12,,,74,0,0,0,0,0,0,0,0,0,0,0,0,*,*,15,45,115,265,360,565,615,425,245,65,"2,730",0,"2,730",0,0
NPG14,SPAMEDICA WIDNES,,,,,,"3,000","3,000","1,270","1,735",0,*,"2,980",0,20,13,8,0,0,75,0,0,0,0,0,0,0,0,0,0,*,*,*,*,20,25,80,195,350,580,785,570,290,90,"2,980",0,*,0,0
NPG02,SPAMEDICA WIRRAL,,,,,,"3,830","3,830","1,730","2,095",*,0,"3,795",0,30,16,9,,,76,0,0,0,0,0,0,0,0,0,0,0,*,*,*,15,50,85,230,395,675,995,855,415,105,"3,795",0,"3,830",0,0
T8R5I,SPAMEDICA WOKINGHAM,,,,,,"3,475","3,475","1,465","2,005",*,0,"3,475",0,0,22,11,,,75,0,0,0,0,0,0,0,0,0,*,0,0,*,15,30,70,130,235,395,565,880,710,355,85,"3,475",0,"3,475",0,0
NPG20,SPAMEDICA WOLVERHAMPTON,,,,,,"5,450","5,450","2,375","3,070",*,*,"5,445",0,0,17,10,0,0,74,0,0,0,0,0,0,0,0,*,*,0,*,*,20,50,110,220,415,670,995,"1,205","1,090",510,150,"5,445",0,*,0,0
J3X4C,SPAMEDICA WORCESTER,,,,,,"1,430","1,430",610,825,0,0,"1,430",0,0,17,12,,,76,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,15,20,75,145,280,425,280,155,30,"1,430",0,"1,430",0,0
NN802,SPENCER PRIVATE HOSPITALS - ASHFORD,,,,,,230,230,110,120,0,0,10,220,0,87,63,1.2,1,49,0,10,15,10,*,0,0,0,0,*,15,10,10,10,20,15,20,25,15,20,20,10,*,0,205,29,230,0,0
NN804,SPENCER PRIVATE HOSPITALS - CANTERBURY,,,,,,"1,090","1,090",460,625,0,0,60,"1,030",0,88,72,1.4,1,59,0,0,0,0,0,0,0,*,*,20,30,40,60,60,80,100,120,110,100,105,130,80,30,10,895,267,"1,090",0,0
NN801,SPENCER PRIVATE HOSPITALS - MARGATE,,,,,,"1,825","1,825",645,"1,175",*,0,95,"1,730",0,108,75,1.8,1,54,0,0,0,0,0,0,0,*,10,70,100,135,135,145,155,150,170,145,170,175,145,60,35,*,"1,055","1,405","1,825",0,0
